API_NUMBER,qi,di,b,sqrt_error,skipped_days,TimeStamp
5123324880200,59.33722,0.00572,0.94502,4.684839651631313,0.0,2019/3/13 22:24:9
5123324930200,248.9328,0.40516,1.61006,1.5658789169040968,0.0,2019/3/13 22:24:51
5123325220100,175.0017,0.09425,1.47371,4.2218025283025975,15.0,2019/3/13 22:25:12
5123325950000,532.23388,0.03822,1.42377,13.175428745448297,0.0,2019/3/13 22:25:26
5123326150100,327.29386,0.00817,0.78813,16.188215147093008,0.0,2019/3/13 22:25:42
5123326480000,394.35689,0.01264,1.01953,12.104987356395709,0.0,2019/3/13 22:26:7
5123326490000,560.8938,0.03335,1.35776,25.243409698835933,0.0,2019/3/13 22:26:12
5123326500000,612.06574,0.01811,0.96174,10.923299474692712,0.0,2019/3/13 22:47:6
5123326510000,457.56648,0.01279,1.02692,13.220968271394835,0.0,2019/3/13 22:47:9
5123326600000,355.60385,0.07991,1.21105,4.827909538532653,0.0,2019/3/13 22:47:12
5123326790100,194.13552,0.00517,0.8041,7.1378530590852876,40.0,2019/3/13 22:47:36
5123326940000,484.58242,0.06432,1.22343,3.497765305239375,0.0,2019/3/13 22:47:40
5123326970000,98.00549,0.02613,1.28005,1.6777963215195555,0.0,2019/3/13 22:47:48
5123326980000,357.82387,0.01729,0.88088,8.909302269363769,0.0,2019/3/13 22:47:57
5123327090000,670.82848,0.12395,1.30748,6.674546834007004,0.0,2019/3/13 22:48:0
5123327390000,494.1326,0.02618,1.15715,7.269199114459349,0.0,2019/3/13 22:48:4
5123327460100,333.16191,0.06737,1.29757,6.586577026222043,0.0,2019/3/13 22:48:21
5123327470000,226.90567,0.0383,1.29911,11.769954966729909,0.0,2019/3/13 22:48:39
5123327680000,218.70499,0.01508,1.07276,25.065029136090097,0.0,2019/3/13 22:48:56
5123327890000,375.19509,0.01515,1.0834,29.905528169946137,0.0,2019/3/13 22:49:7
5123327960000,595.85714,0.01039,0.87847,48.204885618034616,0.0,2019/3/13 22:49:17
5123327970000,520.65843,0.01777,1.00675,14.519501062582371,6.0,2019/3/13 22:49:26
5123328120000,468.15558,0.02858,1.03502,12.253190231021746,65.0,2019/3/13 22:58:36
5123328170000,81.09526,0.02491,1.24644,3.8575478495590403,0.0,2019/3/14 16:51:58
5123328210000,290.17528,0.06936,1.24067,5.136546859168439,0.0,2019/3/14 16:52:8
5123328560000,200.27912,0.01683,0.8828,16.677602772732325,0.0,2019/3/14 16:58:53
5123328660000,183.81316,0.02624,1.1347,5.6444947698926065,54.0,2019/3/14 16:59:5
5123328680000,457.08701,0.1423,1.16491,5.661087623080319,0.0,2019/3/14 16:59:16
5123328710000,326.58967,0.01275,0.9885,8.012658477763884,0.0,2019/3/14 16:59:25
5123328720000,36.8783,0.00189,0.262,2.1192247046440187,51.0,2019/3/14 16:59:43
5123329100000,192.00307,0.02849,0.89358,13.881527849636257,0.0,2019/3/14 17:0:10
5123329430000,107.41591,0.0108,1.40868,5.024062315412658,0.0,2019/3/14 17:0:30
5123329610000,71.75013,0.03021,1.12285,1.3633001847900192,71.0,2019/3/14 17:1:15
5123329720000,377.88713,0.02151,1.1631,12.633169083298986,0.0,2019/3/14 17:2:0
5123329870100,812.66646,0.04591,1.49662,30.157500338317064,11.0,2019/3/14 17:2:27
5123330010000,811.81703,0.12123,1.38791,15.472252732987343,0.0,2019/3/14 17:2:32
5123330230000,664.47192,0.01797,1.14282,461.4403761292124,0.0,2019/3/14 17:2:43
5123330240000,251.28557,0.04049,1.35114,6.981217331685179,9.0,2019/3/14 17:2:52
5123330380000,424.68518,0.02772,1.17056,4.54295596927322,0.0,2019/3/14 17:3:8
5123330600200,355.28503,0.03218,1.15007,9.591294456528113,0.0,2019/3/14 17:3:31
5123330640000,733.99792,0.11477,1.22281,5.16972019070857,0.0,2019/3/14 17:4:0
5123330670000,720.36343,0.0141,1.19283,21.708403636033594,30.0,2019/3/14 17:4:45
5123330800000,420.06314,0.01055,0.9621,12.055704482688693,11.0,2019/3/14 17:5:3
5123330820000,337.56361,0.01559,1.02463,10.29215499759739,0.0,2019/3/14 17:5:24
5123330860000,344.70351,0.01173,1.16647,26.519052219366788,0.0,2019/3/14 17:5:40
5123330870000,456.14242,0.00711,0.97007,18.603251629997974,45.0,2019/3/14 17:6:3
5123330880000,417.36396,0.01484,0.97565,11.597748632150466,0.0,2019/3/14 17:6:21
5123330900000,248.41125,0.06252,1.07605,4.02353855202919,0.0,2019/3/14 17:6:26
5123330970000,596.13399,0.02221,1.19168,16.226374069584562,25.0,2019/3/14 17:6:48
5123331000100,554.47619,0.01759,1.01653,6.312100753763198,0.0,2019/3/14 17:7:15
5123331030000,297.60456,0.01155,1.19895,6.939938377826407,60.0,2019/3/14 17:7:36
5123331100000,59.61596,0.01617,1.06988,3.1258222616258067,67.0,2019/3/14 17:8:18
5123331460000,235.39853,0.01124,0.8192,8.726157790590568,39.0,2019/3/14 17:18:53
5123331660000,444.607,0.00713,1.0183,13.570168608496218,77.0,2019/3/14 17:19:10
5123332230000,669.54019,0.12912,1.50815,8.669623306635469,0.0,2019/3/14 17:19:31
5123332310000,532.64155,0.01733,1.22517,30.445676849841515,35.0,2019/3/14 17:20:4
5123332380000,533.39339,0.00909,0.8498,17.178012260017535,72.0,2019/3/14 17:20:23
5123332670000,453.97241,0.00926,0.62638,13.173575881967386,31.0,2019/3/14 17:21:28
5123332670000,453.97241,0.00926,0.62638,13.173575881967386,31.0,2019/3/14 17:21:31
5123332770000,325.00139,0.01748,0.92986,6.113644418787616,0.0,2019/3/14 17:21:40
5123332790100,304.17502,0.02747,1.22189,6.0096767414529495,0.0,2019/3/14 17:22:5
5123332950000,125.94954,0.02324,1.7723,2.6265268686630745,45.0,2019/3/14 17:22:30
5123333110000,413.96921,0.00817,0.59761,15.215373989038302,31.0,2019/3/14 17:22:42
5123333200000,457.58464,0.01287,0.76472,7.818423939270677,0.0,2019/3/14 17:22:47
5123333210000,512.77994,0.0615,1.38322,9.65641519136102,0.0,2019/3/14 17:22:59
5123333220000,529.54152,0.00955,0.75305,16.84285693576148,0.0,2019/3/14 17:23:24
5123333230000,534.68155,0.03007,1.10004,5.201667032292272,0.0,2019/3/14 17:23:32
5123333250000,534.94011,0.02357,0.82397,8.069833211018734,0.0,2019/3/14 17:24:28
5123333260000,288.59832,0.01836,1.05155,5.201361154815255,0.0,2019/3/14 17:24:34
5123333280000,83.01627,0.01214,0.93717,3.5983211165654847,28.0,2019/3/14 17:24:42
5123333300000,500.67605,0.01208,1.05724,42.40935501323385,39.0,2019/3/14 17:24:59
5123333380100,321.76581,0.01153,1.12775,6.738375183271131,0.0,2019/3/14 17:25:50
5123333390000,287.64706,0.01084,0.92972,7.756526917550521,0.0,2019/3/14 17:25:58
5123333450100,108.7123,0.01386,1.03888,5.215842976141897,0.0,2019/3/14 17:26:15
5123333520000,281.49786,0.04557,1.17384,4.963655853573876,0.0,2019/3/14 17:26:20
5123333610000,908.38155,0.24183,1.54144,9.46163594226201,0.0,2019/3/14 17:26:29
5123333620000,286.84335,0.0226,1.4391,10.660355855858326,0.0,2019/3/14 17:26:40
5123333640000,705.03451,0.07792,1.54272,18.727103120704246,0.0,2019/3/14 17:26:55
5123333680000,106.51112,0.00372,0.81925,9.112429357896136,54.0,2019/3/14 17:37:50
5123333860000,261.0314,0.00623,0.69305,25.98587369131542,0.0,2019/3/14 17:38:30
5123333960000,555.46979,0.02663,1.11944,10.427719999370385,0.0,2019/3/14 17:39:40
5123334060000,810.36959,0.08695,1.05808,23.855796503474043,0.0,2019/3/14 17:40:41
5123334110100,143.48766,0.01169,0.93742,8.922313943583639,0.0,2019/3/14 17:40:45
5123334130000,532.99515,0.01366,1.16649,17.122616423491603,55.0,2019/3/14 17:40:56
5123334150000,370.55049,0.01059,0.99494,21.87310909825638,0.0,2019/3/14 17:41:39
5123334160000,461.04828,0.01243,1.19714,13.939231220925151,24.0,2019/3/14 17:41:47
5123334180000,537.88226,0.05471,1.40183,14.826420967682363,0.0,2019/3/14 17:41:52
5123334240100,324.48869,0.065,1.20458,16.36886776757432,0.0,2019/3/14 17:41:57
5123334310000,321.32758,0.01556,1.06078,5.522032531211374,0.0,2019/3/14 17:42:35
5123334330000,244.28604,0.01336,1.1865,5.408394769550973,0.0,2019/3/14 17:42:55
5123334360000,313.45673,0.08388,1.96668,7.581364801537566,55.0,2019/3/14 17:43:6
5123334400000,544.89855,0.10902,1.40049,5.17687299646351,39.0,2019/3/14 17:43:15
5123334420000,339.96611,0.02657,1.18531,10.511716478121967,39.0,2019/3/14 17:43:27
5123334430000,654.24763,0.08199,1.26933,19.5472575353861,0.0,2019/3/14 17:43:34
5123334430000,625.62449,0.16323,1.51001,6.066735515512831,39.0,2019/3/14 17:43:38
5123334500000,19.98328,0.00321,0.14293,2.9785644833765974,0.0,2019/3/14 17:43:47
5123334510000,441.1649,0.00964,0.81657,11.167554388010839,30.0,2019/3/14 17:43:58
5123334640000,260.07376,0.01155,0.95448,9.881793255632669,0.0,2019/3/14 17:44:3
5123334750000,260.61312,0.01457,1.22234,3.356724335345056,29.0,2019/3/14 17:44:16
5123334760000,753.01403,1.0,1.33889,0.8088728639166876,0.0,2019/3/14 17:44:57
5123334870000,614.5192,0.04528,1.19973,9.489032332859612,0.0,2019/3/14 17:45:11
5123334930000,489.06252,0.04751,1.65409,13.209859074141832,24.0,2019/3/14 17:45:19
5123335130000,585.16553,0.01035,1.13451,12.658449784416618,20.0,2019/3/14 17:45:32
5123335140000,575.08976,0.00952,1.10244,18.03187726158524,25.0,2019/3/14 17:45:38
5123335180000,421.31194,0.00586,0.68204,20.800760679996255,0.0,2019/3/14 17:46:1
5123335390000,348.52951,0.02117,1.31201,10.878337948975185,14.0,2019/3/14 17:46:12
5123335420000,339.10823,0.01032,0.92897,9.385470740404822,19.0,2019/3/14 17:46:20
5123335450000,349.93304,0.0253,1.23269,14.38407056170837,0.0,2019/3/14 17:46:55
5123335460000,458.697,0.05987,1.41748,8.332351024135448,0.0,2019/3/14 17:46:59
5123335510000,185.46411,0.00373,0.5148,8.062658750060246,0.0,2019/3/14 17:47:11
5123335560000,164.05528,0.00677,1.15372,8.887357879139909,0.0,2019/3/14 17:47:24
5123335580100,379.57442,0.02005,0.89018,6.912481324228386,0.0,2019/3/14 17:47:29
5123335630000,425.43614,0.00842,1.00056,21.126031322085055,50.0,2019/3/14 17:47:49
5123335640000,526.21193,0.00789,1.14163,30.78530728643635,50.0,2019/3/14 17:48:6
5123335670000,423.14965,0.03868,1.19366,9.865771184310715,0.0,2019/3/14 17:56:28
5123335750000,1336.51624,1.0,1.76264,8.465546701181836,0.0,2019/3/14 17:56:32
5123335760000,291.00973,0.01292,1.12847,7.549099090506608,28.0,2019/3/14 17:56:50
5123335770000,485.07489,0.0268,1.06654,8.477647297725674,0.0,2019/3/14 17:56:57
5123335810000,39.85346,0.0256,1.30628,1.2655202478013043,150.0,2019/3/14 17:57:49
5123335830000,443.28744,0.01264,0.90944,6.251896331864839,0.0,2019/3/14 17:57:56
5123335840000,491.48672,0.03906,1.1505,4.5224384718946515,0.0,2019/3/14 17:58:2
5123335840000,446.69669,0.0344,1.14377,4.931269088000333,0.0,2019/3/14 17:58:45
5123335860000,392.08705,0.018,0.95335,5.068229618251934,0.0,2019/3/14 17:58:49
5123335880000,68.03276,0.02795,1.42892,3.5142861022758582,36.0,2019/3/14 17:59:0
5123335890000,213.88688,0.02594,0.96229,5.533048360185366,0.0,2019/3/14 17:59:20
5123335900000,425.57805,0.02072,1.25951,6.531289892090345,21.0,2019/3/14 17:59:28
5123336330100,61.89866,0.01142,1.37547,3.734649605418875,37.0,2019/3/14 17:59:57
5123336500000,238.61237,0.0228,0.68408,24.72650134583573,0.0,2019/3/14 18:0:19
5123336680000,251.12179,0.00683,1.01443,11.366372955724467,37.0,2019/3/14 18:0:27
5123336720000,422.81178,0.02173,0.9706,7.948804922356107,0.0,2019/3/14 18:0:33
5123336750000,316.30584,0.01005,1.04229,14.505179447022742,37.0,2019/3/14 18:0:42
5123336770000,327.74864,0.00957,0.48406,16.804163911555474,40.0,2019/3/14 18:0:57
5123336790000,368.24738,0.00627,0.46602,12.125335190639468,0.0,2019/3/14 18:1:14
5123336790000,368.24738,0.00627,0.46602,12.125335190639468,0.0,2019/3/14 18:1:15
5123336810000,201.21034,0.02171,0.95303,5.310571971111891,0.0,2019/3/14 18:1:32
5123336860000,162.07492,0.13394,1.13991,0.8743927796892564,10.0,2019/3/14 18:2:28
5123336860000,162.07492,0.13394,1.13991,0.8743927796892564,10.0,2019/3/14 18:2:29
5123336870000,275.3373,0.03302,1.04209,7.310641812948031,0.0,2019/3/14 18:3:4
5123336880000,597.59331,0.02073,1.03004,21.544425443483238,19.0,2019/3/14 18:3:17
5123336890000,465.8347,0.0184,1.20331,26.450990983082985,27.0,2019/3/14 18:3:29
5123336920100,107.02691,0.02274,1.09001,55.74103393702858,0.0,2019/3/15 13:18:30
5123336980000,267.80698,0.01195,0.87184,11.925151095085818,0.0,2019/3/15 13:19:14
5123337020000,488.01171,0.03678,1.20989,12.441389996138067,0.0,2019/3/15 13:19:34
5123337030000,334.19889,0.00829,0.70318,12.761498393569346,0.0,2019/3/15 13:19:41
5123337080000,481.23118,0.00797,0.61224,35.54631728349837,0.0,2019/3/15 13:19:49
5123337120000,309.82698,0.01366,0.84087,22.740151524863727,5.0,2019/3/15 13:20:0
5123337520000,37.68055,0.00504,0.83368,1.1648489102734119,56.0,2019/3/15 13:20:47
5123337550000,220.7145,0.00704,1.14571,7.953536649190206,0.0,2019/3/15 13:20:52
5123338000000,463.97042,0.0262,1.35018,7.37511669694089,0.0,2019/3/15 13:48:15
5123338010000,135.35353,0.01014,0.89702,3.4854989549494797,22.0,2019/3/15 13:48:23
5123338080000,28.93794,0.00372,0.50004,13.852718485196307,17.0,2019/3/15 13:48:55
5123338220000,73.28275,0.0076,0.66406,4.719604114015005,183.0,2019/3/15 13:49:13
5123338260000,265.11805,0.02039,1.51445,12.60816738485253,16.0,2019/3/15 13:49:23
5123338640000,435.55346,0.02184,1.07102,8.95244948389443,10.0,2019/3/15 13:56:51
5123338740000,386.94022,0.01444,0.93889,6.775033530479765,31.0,2019/3/15 13:57:31
5123339010100,76.36626,0.02347,1.14899,3.763394798536351,0.0,2019/3/15 13:57:40
5123339250000,134.6873,0.02515,1.15373,4.323920183876297,18.0,2019/3/15 13:57:50
5123339450000,547.98828,0.01619,1.16014,7.915847250676033,36.0,2019/3/15 13:58:19
5123339460100,45.68064,0.00566,1.61197,5.969725115277592,0.0,2019/3/15 13:58:31
5123339480000,307.79607,0.0136,1.03174,8.69068261908282,20.0,2019/3/15 13:58:39
5123339490000,361.1898,0.00944,1.09805,12.093690141877964,22.0,2019/3/15 13:58:56
5123339500000,318.22537,0.00805,0.92356,11.653135087827451,11.0,2019/3/15 13:59:35
5123339510000,293.19742,0.01084,0.77488,10.576250588294627,25.0,2019/3/15 13:59:44
5123339520000,301.97377,0.02928,1.17802,10.813149462130385,20.0,2019/3/15 14:0:15
5123339530000,301.29401,0.01125,0.99643,25.793043825077483,25.0,2019/3/15 14:0:33
5123339540000,241.7412,0.03364,1.07462,3.589794513173614,0.0,2019/3/15 14:0:38
5123339550000,352.23941,0.01172,0.80334,13.676944673811718,31.0,2019/3/15 14:0:58
5123339580000,241.89718,0.0433,1.06517,3.1087847953643197,0.0,2019/3/15 14:1:55
5123339590000,523.24058,0.03228,1.28598,12.89692790884007,29.0,2019/3/15 14:3:15
5123339600000,527.49009,0.01416,0.82248,15.609301540683953,0.0,2019/3/15 14:3:22
5123339880000,222.46725,0.01775,1.05219,3.702950883289544,20.0,2019/3/15 14:3:30
5123340180000,291.3186,0.00964,0.8473,6.318359609964897,19.0,2019/3/15 14:3:47
